num_traces,guessing_entropy,success_rate
1336,160.91,0.0
1337,160.78,0.0
1338,160.41,0.0
1339,160.27,0.0
1340,160.56,0.0
1341,160.2,0.0
1342,160.0,0.0
1343,159.99,0.0
1344,160.02,0.0
1345,160.5,0.0
1346,160.47,0.0
1347,160.45,0.0
1348,160.24,0.0
1349,160.29,0.0
1350,160.3,0.0
1351,160.74,0.0
1352,160.64,0.0
1353,160.51,0.0
1354,160.9,0.0
1355,160.69,0.0
1356,160.58,0.0
1357,160.48,0.0
1358,160.71,0.0
1359,160.67,0.0
1360,160.41,0.0
1361,160.51,0.0
1362,160.66,0.0
1363,160.96,0.0
1364,161.09,0.0
1365,160.94,0.0
1366,160.76,0.0
1367,160.75,0.0
1368,160.38,0.0
1369,160.6,0.0
1370,160.54,0.0
1371,160.63,0.0
1372,160.58,0.0
1373,160.61,0.0
1374,160.73,0.0
1375,160.83,0.0
1376,161.03,0.0
1377,161.02,0.0
1378,160.98,0.0
1379,161.06,0.0
1380,161.27,0.0
1381,161.22,0.0
1382,161.37,0.0
1383,161.34,0.0
1384,161.66,0.0
1385,161.49,0.0
1386,161.81,0.0
1387,161.47,0.0
1388,161.69,0.0
1389,161.72,0.0
1390,161.6,0.0
1391,161.55,0.0
1392,161.41,0.0
1393,161.58,0.0
1394,161.76,0.0
1395,162.09,0.0
1396,162.28,0.0
1397,162.44,0.0
1398,162.43,0.0
1399,162.75,0.0
1400,162.72,0.0
1401,162.59,0.0
1402,162.42,0.0
1403,162.55,0.0
1404,162.54,0.0
1405,162.69,0.0
1406,162.49,0.0
1407,162.52,0.0
1408,162.65,0.0
1409,163.0,0.0
1410,162.84,0.0
1411,162.53,0.0
1412,162.47,0.0
1413,162.17,0.0
1414,162.08,0.0
1415,162.33,0.0
1416,162.95,0.0
1417,162.85,0.0
1418,162.87,0.0
1419,162.48,0.0
1420,162.8,0.0
1421,163.15,0.0
1422,162.76,0.0
1423,162.61,0.0
1424,162.94,0.0
1425,163.09,0.0
1426,162.84,0.0
1427,162.74,0.0
1428,162.56,0.0
1429,162.43,0.0
1430,162.46,0.0
1431,162.38,0.0
1432,162.39,0.0
1433,162.12,0.0
1434,161.8,0.0
1435,162.06,0.0
1436,162.54,0.0
1437,161.85,0.0
1438,162.37,0.0
1439,162.08,0.0
1440,161.77,0.0
1441,161.75,0.0
1442,162.08,0.0
1443,162.18,0.0
1444,161.89,0.0
1445,161.9,0.0
1446,161.57,0.0
1447,161.65,0.0
1448,161.84,0.0
1449,161.87,0.0
1450,161.99,0.0
1451,161.87,0.0
1452,161.64,0.0
1453,161.43,0.0
1454,161.5,0.0
1455,162.2,0.0
1456,162.09,0.0
1457,162.63,0.0
1458,162.62,0.0
1459,162.55,0.0
1460,162.33,0.0
1461,161.83,0.0
1462,161.89,0.0
1463,162.38,0.0
1464,162.5,0.0
1465,162.61,0.0
1466,161.98,0.0
1467,161.56,0.0
1468,161.62,0.0
1469,162.11,0.0
1470,161.84,0.0
1471,162.02,0.0
1472,161.94,0.0
1473,161.67,0.0
1474,161.57,0.0
1475,161.6,0.0
1476,161.65,0.0
1477,161.37,0.0
1478,161.49,0.0
1479,161.39,0.0
1480,161.23,0.0
1481,161.51,0.0
1482,161.64,0.0
1483,161.34,0.0
1484,161.61,0.0
1485,161.19,0.0
1486,160.95,0.0
1487,160.77,0.0
1488,160.98,0.0
1489,161.21,0.0
1490,161.35,0.0
1491,161.17,0.0
1492,161.09,0.0
1493,160.88,0.0
1494,161.11,0.0
1495,161.11,0.0
1496,161.22,0.0
1497,161.25,0.0
1498,161.07,0.0
1499,161.55,0.0
1500,161.21,0.0
1501,161.22,0.0
1502,161.37,0.0
1503,161.31,0.0
1504,161.28,0.0
1505,161.33,0.0
1506,160.98,0.0
1507,161.22,0.0
1508,161.7,0.0
1509,162.1,0.0
1510,161.82,0.0
1511,162.18,0.0
1512,162.24,0.0
1513,161.69,0.0
1514,161.72,0.0
1515,161.61,0.0
1516,161.44,0.0
1517,161.36,0.0
1518,161.55,0.0
1519,161.7,0.0
1520,161.7,0.0
1521,161.54,0.0
1522,161.12,0.0
1523,161.43,0.0
1524,160.92,0.0
1525,160.95,0.0
1526,161.35,0.0
1527,160.85,0.0
1528,160.92,0.0
1529,160.99,0.0
1530,161.07,0.0
1531,161.04,0.0
1532,161.23,0.0
1533,161.22,0.0
1534,161.46,0.0
1535,160.86,0.0
1536,160.96,0.0
1537,161.08,0.0
1538,160.64,0.0
1539,160.72,0.0
1540,160.87,0.0
1541,161.05,0.0
1542,160.92,0.0
1543,161.09,0.0
1544,161.19,0.0
1545,161.22,0.0
1546,161.16,0.0
1547,161.36,0.0
1548,160.97,0.0
1549,161.2,0.0
1550,160.85,0.0
1551,161.1,0.0
1552,161.23,0.0
1553,161.15,0.0
1554,161.12,0.0
1555,161.07,0.0
1556,161.04,0.0
1557,160.79,0.0
1558,160.09,0.0
1559,160.37,0.0
1560,160.79,0.0
1561,160.89,0.0
1562,160.79,0.0
1563,161.19,0.0
1564,160.73,0.0
1565,160.25,0.0
1566,160.64,0.0
1567,160.58,0.0
1568,160.89,0.0
1569,160.9,0.0
1570,161.17,0.0
1571,160.77,0.0
1572,160.62,0.0
1573,160.76,0.0
1574,160.35,0.0
1575,160.87,0.0
1576,161.07,0.0
1577,161.09,0.0
1578,161.38,0.0
1579,161.62,0.0
1580,161.44,0.0
1581,161.62,0.0
1582,161.6,0.0
1583,162.03,0.0
1584,161.93,0.0
1585,161.8,0.0
1586,162.13,0.0
1587,162.2,0.0
1588,162.75,0.0
1589,162.6,0.0
1590,162.73,0.0
1591,162.77,0.0
1592,162.63,0.0
1593,162.35,0.0
1594,162.04,0.0
1595,162.39,0.0
1596,162.18,0.0
1597,162.16,0.0
1598,162.22,0.0
1599,162.19,0.0
1600,162.0,0.0
1601,161.76,0.0
1602,161.75,0.0
1603,161.8,0.0
1604,161.73,0.0
1605,161.22,0.0
1606,161.3,0.0
1607,161.58,0.0
1608,161.48,0.0
1609,162.34,0.0
1610,162.16,0.0
1611,162.38,0.0
1612,162.6,0.0
1613,162.58,0.0
1614,162.44,0.0
1615,162.46,0.0
1616,162.34,0.0
1617,162.3,0.0
1618,162.31,0.0
1619,162.24,0.0
1620,162.23,0.0
1621,161.98,0.0
1622,161.87,0.0
1623,162.3,0.0
1624,162.12,0.0
1625,162.52,0.0
1626,162.39,0.0
1627,162.4,0.0
1628,162.74,0.0
1629,162.87,0.0
1630,162.72,0.0
1631,163.09,0.0
1632,163.16,0.0
1633,163.44,0.0
1634,163.7,0.0
1635,163.81,0.0
1636,163.99,0.0
1637,163.95,0.0
1638,163.62,0.0
1639,163.43,0.0
1640,163.37,0.0
1641,163.4,0.0
1642,164.18,0.0
1643,164.13,0.0
1644,164.5,0.0
1645,164.74,0.0
1646,164.3,0.0
1647,163.91,0.0
1648,164.06,0.0
1649,163.6,0.0
1650,163.6,0.0
1651,163.67,0.0
1652,163.61,0.0
1653,163.34,0.0
1654,163.41,0.0
1655,163.35,0.0
1656,163.05,0.0
1657,163.46,0.0
1658,163.29,0.0
1659,163.26,0.0
1660,162.93,0.0
1661,162.9,0.0
1662,162.81,0.0
1663,163.02,0.0
1664,162.66,0.0
1665,162.82,0.0
1666,162.96,0.0
1667,163.33,0.0
1668,163.19,0.0
1669,163.17,0.0
1670,163.28,0.0
1671,163.26,0.0
1672,163.33,0.0
1673,163.47,0.0
1674,162.92,0.0
1675,162.99,0.0
1676,162.82,0.0
1677,162.8,0.0
1678,162.6,0.0
1679,162.57,0.0
1680,162.47,0.0
1681,162.32,0.0
1682,162.39,0.0
1683,162.49,0.0
1684,162.33,0.0
1685,163.03,0.0
1686,163.26,0.0
1687,162.77,0.0
1688,162.88,0.0
1689,162.72,0.0
1690,162.6,0.0
1691,162.24,0.0
1692,162.34,0.0
1693,162.45,0.0
1694,162.86,0.0
1695,163.14,0.0
1696,163.01,0.0
1697,162.78,0.0
1698,162.79,0.0
1699,163.26,0.0
1700,163.23,0.0
1701,163.48,0.0
1702,163.78,0.0
1703,163.88,0.0
1704,164.0,0.0
1705,163.73,0.0
1706,163.6,0.0
1707,163.58,0.0
1708,163.61,0.0
1709,163.88,0.0
1710,163.75,0.0
1711,163.84,0.0
1712,163.88,0.0
1713,164.03,0.0
1714,163.85,0.0
1715,163.77,0.0
1716,163.29,0.0
1717,163.51,0.0
1718,163.3,0.0
1719,163.14,0.0
1720,163.0,0.0
1721,162.72,0.0
1722,163.14,0.0
1723,162.98,0.0
1724,162.86,0.0
1725,162.92,0.0
1726,162.93,0.0
1727,163.07,0.0
1728,162.83,0.0
1729,163.39,0.0
1730,163.48,0.0
1731,163.53,0.0
1732,163.56,0.0
1733,163.76,0.0
1734,163.77,0.0
1735,164.15,0.0
1736,164.01,0.0
1737,164.28,0.0
1738,163.9,0.0
1739,163.37,0.0
1740,163.5,0.0
1741,163.49,0.0
1742,163.32,0.0
1743,163.25,0.0
1744,163.44,0.0
1745,163.37,0.0
1746,163.27,0.0
1747,163.29,0.0
1748,163.37,0.0
1749,163.3,0.0
1750,162.96,0.0
1751,163.33,0.0
1752,163.2,0.0
1753,163.13,0.0
1754,163.09,0.0
1755,163.17,0.0
1756,162.75,0.0
1757,162.91,0.0
1758,162.89,0.0
1759,163.12,0.0
1760,163.18,0.0
1761,163.27,0.0
1762,163.15,0.0
1763,163.03,0.0
1764,163.13,0.0
1765,163.06,0.0
1766,163.08,0.0
1767,163.09,0.0
1768,163.31,0.0
1769,162.94,0.0
1770,163.27,0.0
1771,162.97,0.0
1772,163.17,0.0
1773,162.75,0.0
1774,162.63,0.0
1775,162.42,0.0
1776,162.28,0.0
1777,162.28,0.0
1778,162.26,0.0
1779,162.79,0.0
1780,162.51,0.0
1781,162.4,0.0
1782,162.46,0.0
1783,162.01,0.0
1784,161.8,0.0
1785,161.85,0.0
1786,161.33,0.0
1787,161.31,0.0
1788,161.36,0.0
1789,161.71,0.0
1790,161.8,0.0
1791,161.94,0.0
1792,161.95,0.0
1793,161.96,0.0
1794,161.79,0.0
1795,162.04,0.0
1796,162.37,0.0
1797,162.29,0.0
1798,162.17,0.0
1799,162.08,0.0
1800,162.06,0.0
1801,162.38,0.0
1802,162.31,0.0
1803,162.07,0.0
1804,162.03,0.0
1805,161.78,0.0
1806,161.52,0.0
1807,162.01,0.0
1808,161.81,0.0
1809,162.29,0.0
1810,162.15,0.0
1811,162.07,0.0
1812,162.01,0.0
1813,162.15,0.0
1814,161.89,0.0
1815,161.72,0.0
1816,161.61,0.0
1817,161.67,0.0
1818,161.41,0.0
1819,161.44,0.0
1820,161.38,0.0
1821,161.15,0.0
1822,161.23,0.0
1823,161.27,0.0
1824,161.28,0.0
1825,161.21,0.0
1826,160.95,0.0
1827,160.82,0.0
1828,161.09,0.0
1829,160.73,0.0
1830,160.44,0.0
1831,160.82,0.0
1832,161.2,0.0
1833,161.03,0.0
1834,160.97,0.0
1835,161.07,0.0
1836,161.15,0.0
1837,161.32,0.0
1838,161.37,0.0
1839,161.38,0.0
1840,161.18,0.0
1841,161.02,0.0
1842,161.22,0.0
1843,161.18,0.0
1844,161.42,0.0
1845,161.65,0.0
1846,161.44,0.0
1847,161.12,0.0
1848,161.4,0.0
1849,161.34,0.0
1850,161.27,0.0
1851,161.1,0.0
1852,161.34,0.0
1853,160.82,0.0
1854,161.0,0.0
1855,161.2,0.0
1856,160.82,0.0
1857,160.82,0.0
1858,160.6,0.0
1859,160.57,0.0
1860,160.48,0.0
1861,160.67,0.0
1862,160.32,0.0
1863,160.17,0.0
1864,160.47,0.0
1865,160.21,0.0
1866,159.87,0.0
1867,160.01,0.0
1868,159.89,0.0
1869,159.9,0.0
1870,160.2,0.0
1871,160.06,0.0
1872,160.08,0.0
1873,160.04,0.0
1874,159.96,0.0
1875,160.14,0.0
1876,160.07,0.0
1877,160.17,0.0
1878,160.54,0.0
1879,160.23,0.0
1880,160.23,0.0
1881,160.06,0.0
1882,160.18,0.0
1883,160.01,0.0
1884,160.03,0.0
1885,160.38,0.0
1886,160.42,0.0
1887,160.62,0.0
1888,160.58,0.0
1889,160.51,0.0
1890,160.15,0.0
1891,159.92,0.0
1892,159.95,0.0
1893,159.82,0.0
1894,159.61,0.0
1895,159.36,0.0
1896,159.24,0.0
1897,159.5,0.0
1898,159.97,0.0
1899,160.03,0.0
1900,160.16,0.0
1901,160.17,0.0
1902,159.91,0.0
1903,159.67,0.0
1904,159.98,0.0
1905,160.15,0.0
1906,160.22,0.0
1907,159.9,0.0
1908,159.59,0.0
1909,159.43,0.0
1910,159.2,0.0
1911,159.09,0.0
1912,158.97,0.0
1913,158.78,0.0
1914,158.71,0.0
1915,158.22,0.0
1916,158.41,0.0
1917,158.76,0.0
1918,158.54,0.0
1919,158.35,0.0
1920,158.1,0.0
1921,158.4,0.0
1922,158.48,0.0
1923,158.6,0.0
1924,158.29,0.0
1925,158.18,0.0
1926,158.26,0.0
1927,158.62,0.0
1928,158.71,0.0
1929,158.72,0.0
1930,158.83,0.0
1931,158.73,0.0
1932,159.09,0.0
1933,158.91,0.0
1934,158.92,0.0
1935,158.88,0.0
1936,158.66,0.0
1937,158.65,0.0
1938,158.41,0.0
1939,158.48,0.0
1940,158.56,0.0
1941,158.32,0.0
1942,158.36,0.0
1943,158.39,0.0
1944,158.77,0.0
1945,158.84,0.0
1946,158.57,0.0
1947,158.86,0.0
1948,158.91,0.0
1949,158.9,0.0
1950,158.85,0.0
1951,159.06,0.0
1952,158.81,0.0
1953,158.64,0.0
1954,158.39,0.0
1955,158.29,0.0
1956,157.96,0.0
1957,158.54,0.0
1958,158.99,0.0
1959,159.32,0.0
1960,158.92,0.0
1961,158.81,0.0
1962,158.7,0.0
1963,158.74,0.0
1964,158.44,0.0
1965,158.31,0.0
1966,157.95,0.0
1967,157.81,0.0
1968,157.8,0.0
1969,157.83,0.0
1970,157.99,0.0
1971,158.0,0.0
1972,157.9,0.0
1973,158.14,0.0
1974,158.2,0.0
1975,157.98,0.0
1976,158.22,0.0
1977,157.87,0.0
1978,158.1,0.0
1979,158.01,0.0
1980,158.37,0.0
1981,157.93,0.0
1982,158.0,0.0
1983,157.91,0.0
1984,157.8,0.0
1985,157.45,0.0
1986,157.71,0.0
1987,158.08,0.0
1988,157.77,0.0
1989,158.0,0.0
1990,158.16,0.0
1991,158.42,0.0
1992,158.07,0.0
1993,157.49,0.0
1994,157.69,0.0
1995,157.38,0.0
1996,157.23,0.0
1997,157.7,0.0
1998,157.77,0.0
1999,157.75,0.0
2000,157.81,0.0
2001,158.03,0.0
2002,158.16,0.0
2003,157.96,0.0
2004,157.77,0.0
2005,157.53,0.0
2006,157.52,0.0
2007,157.85,0.0
2008,157.85,0.0
2009,157.76,0.0
2010,157.99,0.0
2011,158.36,0.0
2012,158.1,0.0
2013,158.0,0.0
2014,157.86,0.0
2015,157.75,0.0
2016,157.92,0.0
2017,158.02,0.0
2018,158.16,0.0
2019,157.73,0.0
2020,157.68,0.0
2021,157.68,0.0
2022,157.61,0.0
2023,157.25,0.0
2024,157.29,0.0
2025,157.11,0.0
2026,157.12,0.0
2027,157.01,0.0
2028,157.04,0.0
2029,156.94,0.0
2030,156.57,0.0
2031,156.85,0.0
2032,156.96,0.0
2033,156.49,0.0
2034,156.62,0.0
2035,156.88,0.0
2036,157.03,0.0
2037,156.95,0.0
2038,156.83,0.0
2039,157.38,0.0
2040,157.41,0.0
2041,157.56,0.0
2042,157.66,0.0
2043,157.73,0.0
2044,157.73,0.0
2045,157.87,0.0
2046,157.78,0.0
2047,157.8,0.0
2048,157.94,0.0
2049,157.47,0.0
2050,157.64,0.0
2051,157.61,0.0
2052,157.47,0.0
2053,157.3,0.0
2054,157.23,0.0
2055,157.03,0.0
2056,157.11,0.0
2057,157.42,0.0
2058,157.83,0.0
2059,157.51,0.0
2060,157.37,0.0
2061,157.51,0.0
2062,157.11,0.0
2063,157.34,0.0
2064,157.5,0.0
2065,157.41,0.0
2066,157.22,0.0
2067,156.94,0.0
2068,156.87,0.0
2069,156.78,0.0
2070,156.53,0.0
2071,156.68,0.0
2072,156.62,0.0
2073,156.47,0.0
2074,156.37,0.0
2075,156.21,0.0
2076,155.99,0.0
2077,156.27,0.0
2078,156.21,0.0
2079,156.08,0.0
2080,156.24,0.0
2081,156.07,0.0
2082,156.03,0.0
2083,155.89,0.0
2084,155.69,0.0
2085,155.65,0.0
2086,155.75,0.0
2087,155.53,0.0
2088,155.69,0.0
2089,155.18,0.0
2090,155.31,0.0
2091,155.47,0.0
2092,155.41,0.0
2093,155.1,0.0
2094,155.05,0.0
2095,154.82,0.0
2096,154.63,0.0
2097,154.4,0.0
2098,154.72,0.0
2099,154.66,0.0
2100,154.76,0.0
2101,154.67,0.0
2102,154.66,0.0
2103,154.64,0.0
2104,154.74,0.0
2105,154.53,0.0
2106,154.35,0.0
2107,154.29,0.0
2108,154.35,0.0
2109,154.6,0.0
2110,153.98,0.0
2111,153.81,0.0
2112,153.81,0.0
2113,153.58,0.0
2114,153.5,0.0
2115,153.58,0.0
2116,153.45,0.0
2117,153.38,0.0
2118,153.19,0.0
2119,153.48,0.0
2120,153.37,0.0
2121,153.64,0.0
2122,153.7,0.0
2123,153.51,0.0
2124,153.71,0.0
2125,153.37,0.0
2126,153.7,0.0
2127,153.23,0.0
2128,153.2,0.0
2129,153.05,0.0
2130,152.77,0.0
2131,152.85,0.0
2132,152.79,0.0
2133,152.8,0.0
2134,152.91,0.0
2135,153.03,0.0
2136,153.03,0.0
2137,152.75,0.0
2138,152.75,0.0
2139,152.82,0.0
2140,152.89,0.0
2141,152.9,0.0
2142,153.49,0.0
2143,153.39,0.0
2144,153.46,0.0
2145,153.05,0.0
2146,153.06,0.0
2147,152.9,0.0
2148,153.26,0.0
2149,153.66,0.0
2150,153.69,0.0
2151,153.86,0.0
2152,153.94,0.0
2153,153.94,0.0
2154,154.23,0.0
2155,154.53,0.0
2156,154.42,0.0
2157,154.71,0.0
2158,154.62,0.0
2159,154.71,0.0
2160,154.62,0.0
2161,154.6,0.0
2162,154.3,0.0
2163,154.3,0.0
2164,154.36,0.0
2165,154.34,0.0
2166,154.64,0.0
2167,154.38,0.0
2168,154.98,0.0
2169,154.84,0.0
2170,154.68,0.0
2171,154.83,0.0
2172,154.87,0.0
2173,154.53,0.0
2174,154.74,0.0
2175,155.08,0.0
2176,155.07,0.0
2177,155.1,0.0
2178,155.21,0.0
2179,155.32,0.0
2180,155.62,0.0
2181,155.51,0.0
2182,155.86,0.0
2183,155.89,0.0
2184,155.55,0.0
2185,155.82,0.0
2186,155.68,0.0
2187,155.5,0.0
2188,155.08,0.0
2189,155.23,0.0
2190,155.19,0.0
2191,155.45,0.0
2192,155.46,0.0
2193,155.56,0.0
2194,155.2,0.0
2195,155.12,0.0
2196,155.36,0.0
2197,155.36,0.0
2198,155.56,0.0
2199,155.61,0.0
2200,155.46,0.0
2201,155.36,0.0
2202,155.58,0.0
2203,155.4,0.0
2204,155.29,0.0
2205,155.38,0.0
2206,155.44,0.0
2207,155.55,0.0
2208,155.66,0.0
2209,155.48,0.0
2210,155.64,0.0
2211,155.4,0.0
2212,155.1,0.0
2213,154.77,0.0
2214,154.99,0.0
2215,155.15,0.0
2216,155.05,0.0
2217,155.27,0.0
2218,155.07,0.0
2219,155.32,0.0
2220,155.14,0.0
2221,154.89,0.0
2222,154.92,0.0
2223,154.95,0.0
2224,155.37,0.0
2225,154.73,0.0
2226,155.17,0.0
2227,154.93,0.0
2228,155.05,0.0
2229,155.43,0.0
2230,155.35,0.0
2231,155.31,0.0
2232,155.19,0.0
2233,155.09,0.0
2234,155.23,0.0
2235,155.32,0.0
2236,155.48,0.0
2237,155.42,0.0
2238,155.6,0.0
2239,155.61,0.0
2240,155.64,0.0
2241,155.72,0.0
2242,155.7,0.0
2243,155.65,0.0
2244,155.8,0.0
2245,155.98,0.0
2246,155.77,0.0
2247,155.7,0.0
2248,155.83,0.0
2249,156.2,0.0
2250,155.88,0.0
2251,155.94,0.0
2252,155.86,0.0
2253,155.59,0.0
2254,155.61,0.0
2255,155.54,0.0
2256,155.96,0.0
2257,155.89,0.0
2258,156.1,0.0
2259,156.15,0.0
2260,156.02,0.0
2261,155.95,0.0
2262,155.78,0.0
2263,155.88,0.0
2264,155.91,0.0
2265,156.05,0.0
2266,156.14,0.0
2267,156.14,0.0
2268,156.16,0.0
2269,156.16,0.0
2270,156.23,0.0
2271,156.37,0.0
2272,156.19,0.0
2273,156.29,0.0
2274,156.06,0.0
2275,155.83,0.0
2276,155.5,0.0
2277,155.14,0.0
2278,154.83,0.0
2279,154.82,0.0
2280,154.68,0.0
2281,155.24,0.0
2282,155.11,0.0
2283,155.17,0.0
2284,155.22,0.0
2285,154.8,0.0
2286,154.93,0.0
2287,154.96,0.0
2288,154.75,0.0
2289,154.73,0.0
2290,154.98,0.0
2291,155.05,0.0
2292,155.25,0.0
2293,155.33,0.0
2294,155.72,0.0
2295,155.77,0.0
2296,155.42,0.0
2297,155.61,0.0
2298,155.51,0.0
2299,155.64,0.0
2300,155.61,0.0
2301,155.83,0.0
2302,155.54,0.0
2303,155.17,0.0
2304,155.61,0.0
2305,155.85,0.0
2306,155.81,0.0
2307,155.66,0.0
2308,155.52,0.0
2309,155.33,0.0
2310,155.1,0.0
2311,155.17,0.0
2312,154.89,0.0
2313,155.14,0.0
2314,155.11,0.0
2315,155.21,0.0
2316,155.02,0.0
2317,154.71,0.0
2318,155.2,0.0
2319,155.34,0.0
2320,155.42,0.0
2321,155.42,0.0
2322,155.3,0.0
2323,155.42,0.0
2324,155.49,0.0
2325,155.7,0.0
2326,155.68,0.0
2327,155.68,0.0
2328,155.52,0.0
2329,155.23,0.0
2330,155.47,0.0
2331,155.63,0.0
2332,155.95,0.0
2333,155.63,0.0
2334,155.91,0.0
2335,156.07,0.0
2336,156.1,0.0
2337,156.18,0.0
2338,155.96,0.0
2339,156.02,0.0
2340,155.95,0.0
2341,155.96,0.0
2342,155.67,0.0
2343,155.42,0.0
2344,155.54,0.0
2345,155.76,0.0
2346,155.85,0.0
2347,156.14,0.0
2348,155.91,0.0
2349,155.88,0.0
2350,156.0,0.0
2351,156.06,0.0
2352,156.48,0.0
2353,156.69,0.0
2354,156.63,0.0
2355,156.59,0.0
2356,156.73,0.0
2357,156.56,0.0
2358,157.02,0.0
2359,156.9,0.0
2360,156.66,0.0
2361,156.54,0.0
2362,156.63,0.0
2363,156.35,0.0
2364,156.17,0.0
2365,155.76,0.0
2366,155.82,0.0
2367,155.97,0.0
2368,155.79,0.0
2369,155.76,0.0
2370,156.13,0.0
2371,156.2,0.0
2372,156.18,0.0
2373,156.05,0.0
2374,156.21,0.0
2375,156.43,0.0
2376,156.12,0.0
2377,156.06,0.0
2378,156.21,0.0
2379,156.19,0.0
2380,156.22,0.0
2381,156.5,0.0
2382,156.4,0.0
2383,156.08,0.0
2384,155.99,0.0
2385,155.77,0.0
2386,155.89,0.0
2387,155.85,0.0
2388,155.87,0.0
2389,155.76,0.0
2390,155.85,0.0
2391,155.74,0.0
2392,155.42,0.0
2393,155.32,0.0
2394,155.62,0.0
2395,155.9,0.0
2396,155.76,0.0
2397,155.88,0.0
2398,155.66,0.0
2399,155.79,0.0
2400,155.72,0.0
2401,155.63,0.0
2402,155.91,0.0
2403,155.78,0.0
2404,155.57,0.0
2405,155.56,0.0
2406,155.71,0.0
2407,155.87,0.0
2408,156.07,0.0
2409,156.21,0.0
2410,156.24,0.0
2411,156.56,0.0
2412,156.46,0.0
2413,156.59,0.0
2414,156.71,0.0
2415,156.59,0.0
2416,156.38,0.0
2417,156.44,0.0
2418,156.72,0.0
2419,156.83,0.0
2420,156.93,0.0
2421,156.83,0.0
2422,157.11,0.0
2423,157.18,0.0
2424,157.32,0.0
2425,157.35,0.0
2426,157.24,0.0
2427,156.88,0.0
2428,156.69,0.0
2429,156.57,0.0
2430,156.19,0.0
2431,156.26,0.0
2432,156.08,0.0
2433,156.18,0.0
2434,156.68,0.0
2435,156.56,0.0
2436,156.8,0.0
2437,157.13,0.0
2438,156.96,0.0
2439,156.9,0.0
2440,156.61,0.0
2441,156.37,0.0
2442,156.5,0.0
2443,156.68,0.0
2444,156.55,0.0
2445,156.62,0.0
2446,156.93,0.0
2447,156.76,0.0
2448,156.89,0.0
2449,157.21,0.0
2450,157.28,0.0
2451,157.37,0.0
2452,157.46,0.0
2453,157.45,0.0
2454,157.44,0.0
2455,157.66,0.0
2456,157.8,0.0
2457,157.5,0.0
2458,157.33,0.0
2459,157.93,0.0
2460,157.64,0.0
2461,157.86,0.0
2462,157.62,0.0
2463,157.6,0.0
2464,157.43,0.0
2465,157.07,0.0
2466,157.4,0.0
2467,157.35,0.0
2468,157.26,0.0
2469,157.23,0.0
2470,157.09,0.0
2471,156.99,0.0
2472,156.61,0.0
2473,156.66,0.0
2474,156.8,0.0
2475,156.69,0.0
2476,156.78,0.0
2477,156.83,0.0
2478,156.9,0.0
2479,156.62,0.0
2480,156.92,0.0
2481,157.19,0.0
2482,157.34,0.0
2483,157.29,0.0
2484,157.39,0.0
2485,157.68,0.0
2486,157.39,0.0
2487,157.23,0.0
2488,157.13,0.0
2489,156.91,0.0
2490,156.76,0.0
2491,156.76,0.0
2492,156.85,0.0
2493,156.92,0.0
2494,156.87,0.0
2495,157.29,0.0
2496,157.25,0.0
2497,157.36,0.0
2498,157.14,0.0
2499,156.88,0.0
2500,156.97,0.0
2501,156.62,0.0
2502,156.51,0.0
2503,156.29,0.0
2504,156.39,0.0
2505,156.62,0.0
2506,157.05,0.0
2507,156.91,0.0
2508,157.05,0.0
2509,156.52,0.0
2510,156.72,0.0
2511,156.82,0.0
2512,156.55,0.0
2513,156.56,0.0
2514,156.59,0.0
2515,156.13,0.0
2516,156.31,0.0
2517,156.29,0.0
2518,156.42,0.0
2519,156.21,0.0
2520,156.66,0.0
2521,157.08,0.0
2522,156.9,0.0
2523,157.05,0.0
2524,156.92,0.0
2525,156.91,0.0
2526,156.87,0.0
2527,156.68,0.0
2528,156.55,0.0
2529,156.54,0.0
2530,156.5,0.0
2531,156.51,0.0
2532,156.52,0.0
2533,156.68,0.0
2534,156.25,0.0
2535,156.83,0.0
2536,156.73,0.0
2537,156.8,0.0
2538,156.49,0.0
2539,156.5,0.0
2540,156.7,0.0
2541,156.67,0.0
2542,156.9,0.0
2543,157.09,0.0
2544,156.86,0.0
2545,156.9,0.0
2546,156.79,0.0
2547,157.03,0.0
2548,156.69,0.0
2549,157.01,0.0
2550,157.34,0.0
2551,157.26,0.0
2552,157.19,0.0
2553,157.42,0.0
2554,157.46,0.0
2555,157.54,0.0
2556,157.55,0.0
2557,157.74,0.0
2558,157.8,0.0
2559,158.05,0.0
2560,158.07,0.0
2561,158.17,0.0
2562,158.13,0.0
2563,158.08,0.0
2564,158.19,0.0
2565,157.93,0.0
2566,158.12,0.0
2567,158.45,0.0
2568,158.29,0.0
2569,158.28,0.0
2570,158.47,0.0
2571,158.05,0.0
2572,157.97,0.0
2573,157.87,0.0
2574,158.25,0.0
2575,158.28,0.0
2576,158.28,0.0
2577,158.1,0.0
2578,157.91,0.0
2579,157.76,0.0
2580,157.67,0.0
2581,157.88,0.0
2582,158.15,0.0
2583,157.93,0.0
2584,157.9,0.0
2585,157.93,0.0
2586,158.17,0.0
2587,158.29,0.0
2588,158.22,0.0
2589,158.34,0.0
2590,158.36,0.0
2591,158.55,0.0
2592,158.58,0.0
2593,158.38,0.0
2594,158.42,0.0
2595,158.37,0.0
2596,158.21,0.0
2597,158.39,0.0
2598,158.3,0.0
2599,158.63,0.0
2600,158.9,0.0
2601,159.01,0.0
2602,158.74,0.0
2603,158.85,0.0
2604,158.85,0.0
2605,159.04,0.0
2606,158.89,0.0
